query_idx,query_id,query_class,rank,neighbor_id,neighbor_class,cosine,same_class
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,8,GTEX-OHPM-0008-SM-4E3IP,Normal Tissue,0.9893986582756042,True
541,GTEX-Y9LG-0008-SM-4VBRJ,Normal Tissue,9,GTEX-ZPIC-0008-SM-4E3JF,Normal Tissue,0.9889338612556458,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,0,GTEX-TML8-1926-SM-32QOS,Normal Tissue,0.9986249208450317,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,1,GTEX-XQ8I-0926-SM-4BOOF,Normal Tissue,0.9983113408088684,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,2,GTEX-11EQ9-2426-SM-5HL5T,Normal Tissue,0.9978727102279663,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,3,GTEX-ZXG5-2126-SM-59HKD,Normal Tissue,0.9957836270332336,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,4,GTEX-XOTO-0726-SM-4B659,Normal Tissue,0.9957556128501892,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,5,GTEX-139T8-0626-SM-5KLZX,Normal Tissue,0.9955609440803528,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,6,GTEX-145LS-0126-SM-5QGP1,Normal Tissue,0.9952860474586487,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,7,GTEX-XK95-0226-SM-4AT58,Normal Tissue,0.9952365159988403,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,8,GTEX-131XH-2226-SM-5DUXJ,Normal Tissue,0.9948122501373291,True
189,GTEX-T5JC-0426-SM-32PLO,Normal Tissue,9,GTEX-13CF3-2426-SM-5IFGX,Normal Tissue,0.9947823882102966,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,0,GTEX-X4EO-0326-SM-3P5YO,Normal Tissue,0.9992501735687256,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,1,GTEX-131XH-2226-SM-5DUXJ,Normal Tissue,0.999202311038971,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,2,GTEX-ZXG5-2126-SM-59HKD,Normal Tissue,0.9989978075027466,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,3,GTEX-Z93S-1626-SM-5CVMB,Normal Tissue,0.9989162087440491,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,4,GTEX-145ME-1826-SM-5SI9G,Normal Tissue,0.9987764954566956,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,5,GTEX-139T8-0626-SM-5KLZX,Normal Tissue,0.9986746311187744,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,6,GTEX-XOTO-0726-SM-4B659,Normal Tissue,0.9986144304275513,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,7,GTEX-WFON-1926-SM-3LK7L,Normal Tissue,0.9984980821609497,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,8,GTEX-ZU9S-1826-SM-5NQ9E,Normal Tissue,0.998386800289154,True
633,GTEX-XK95-0226-SM-4AT58,Normal Tissue,9,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,0.9983596801757812,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,0,GTEX-XOTO-0726-SM-4B659,Normal Tissue,0.9993882775306702,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,1,GTEX-139T8-0626-SM-5KLZX,Normal Tissue,0.9993661046028137,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,2,GTEX-131XH-2226-SM-5DUXJ,Normal Tissue,0.9991347193717957,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,3,GTEX-111CU-1926-SM-5GZYZ,Normal Tissue,0.9985826015472412,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,4,GTEX-11EQ9-2426-SM-5HL5T,Normal Tissue,0.9985713958740234,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,5,GTEX-XK95-0226-SM-4AT58,Normal Tissue,0.9983596801757812,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,6,GTEX-13CF3-2426-SM-5IFGX,Normal Tissue,0.9982860684394836,True
68,GTEX-XUW1-0926-SM-4BONX,Normal Tissue,7,GTEX-ZXG5-2126-SM-59HKD,Normal Tissue,0.998271107673645,True
